"","data.INSTNM","data.TUITFTE","value"
"4310","HRDE-Stanley Technical Institute-Clarksburg","2266",0.0148907368013924
"4311","Huntington Junior College","5649",0.0129484185947782
"4312","James Rumsey Technical Institute","1394",0.160069848661234
"4313","Ralph R Willis Career and Technical Center","1805",1.26279069767442
"4314","Marshall University","4957",0.0473670283143689
"4315","Mercer County Technical Education Center","1071",0.130395683453237
"4316","Meredith Manor International Equestrian Center","11850",0.0204518430439952
"4317","Monongalia County Technical Education Center","3964",0.201692524682652
"4318","Morgantown Beauty College Inc","4317",0.394335511982571
"4319","Mountain State College","10866",0.0589285714285714
"4320","Everest Institute-Cross Lanes","9086",0.0212144803425457
"4321","Opportunities Industrialization Center","2708",0.123310810810811
"4322","Ohio Valley University","8607",0.0454871917644242
"4323","West Virginia University at Parkersburg","1801",0.05635103926097
"4324","Potomac State College of West Virginia University","11367",0.0523319465732428
"4325","Academy of Careers and Technology","2305",0.156670746634027
"4326","Salem International University","8660",0.102150537634409
"4327","Shepherd University","4571",0.0518053375196232
"4328","Southern West Virginia Community and Technical College","861",0.118085106382979
"4329","Fred W Eberle Technical Center","2398",0.180098684210526
"4330","West Virginia School of Osteopathic Medicine","38809",10.5833333333333
"4331","West Virginia State University","3717",0.0589339339339339
"4332","West Virginia University Hospital Departments of Rad Tech and Nutrition","1459",0.252323420074349
"4333","West Liberty University","4281",0.0416168380770151
"4334","West Virginia University Institute of Technology","10995",0.0523319465732428
"4335","West Virginia Wesleyan College","9061",0.0475348220207827
"4336","West Virginia Business College-Wheeling","6667",0.4
"4337","West Virginia Junior College-Charleston","8211",0.0981432360742706
"4338","West Virginia Junior College-Morgantown","12987",0.0930232558139535
"4339","International Beauty School 4","8568",0.00442818636888718
"4340","West Virginia Northern Community College","1265",0.073943661971831
"4341","West Virginia University","8933",0.0523319465732428
"4342","Wheeling Jesuit University","12284",0.0520078999341672
"4343","Wood County School of Practical Nursing","370",0.18834547346514
"4344","Advanced Institute of Hair Design-Glendale","8943",0.0361842105263158
"4345","VICI Aveda Institute","8675",0.0361842105263158
"4346","Alverno College","14996",0.072289156626506
"4347","Madison Area Technical College","2647",0.0629328515507377
"4348","Bellin Health School of Radiologic Technology","2655",0.104082806210466
"4349","Bellin College","24430",0.0923477129850423
"4350","Beloit College","16808",0.0349187236604455
"4351","Blackhawk Technical College","3117",0.0582959641255605
"4352","Lakeside School of Massage Therapy","5660",0.040983606557377
"4353","Cardinal Stritch University","7294",0.0912677538137822
"4354","Carroll University","11724",0.0516365114860744
"4355","Carthage College","13727",0.0549472830494728
"4356","Concordia University-Wisconsin","11794",0.067558057705841
"4357","Edgewood College","14134",0.0640123185217774
"4358","Fox Valley Technical College","2254",0.0627829761545427
"4359","Gateway Technical College","3058",0.0824594852240229
"4360","Gill-Tech Academy of Hair Design","7138",0.0320665083135392
"4361","The Salon Professional Academy-Eau Claire","5367",0.0287914295279545
"4362","ITT Technical Institute-Greenfield","16165",0.0945225399903054
"4363","DeVry University-Wisconsin","12378",0.151464435146444
"4364","Lakeland College","9843",0.0686097498065515
"4365","Lakeshore Technical College","3116",0.055786350148368
"4366","Lawrence University","18555",0.037765538945712
"4367","Maranatha Baptist University","10487",0.0332163742690058
"4368","Marian University","10818",0.0615821885362388
"4369","Marquette University","18560",0.0715935334872979
"4370","Empire Beauty School-Madison","4537",0.0983772819472617
"4371","Medical College of Wisconsin","84862",0.101974314740272
"4372","Affinity Health System Program in Radiologic Technology","4375",0.104082806210466
"4373","Mid-State Technical College","2771",0.0656016315431679
"4374","Milwaukee Area Technical College","2218",0.0728675525075011
"4375","Milwaukee Institute of Art & Design","17445",0.0311895031189503
"4376","Milwaukee School of Engineering","15204",0.0893923789907312
"4377","Moraine Park Technical College","2224",0.0627250900360144
"4378","Mount Mary University","12305",0.0789975483519477
"4379","Nashotah House","7598",0.104102760736196
"4380","Nicolet Area Technical College","2764",0.0594377510040161
"4381","Northcentral Technical College","1901",0.0789181178214153
"4382","Northeast Wisconsin Technical College","2906",0.0699745547073791
"4383","Northland International University","6349",0.0306981798424341
"4384","Northland College","11721",0.0299846793609105
"4385","Ripon College","10357",0.0513141426783479
"4386","Sacred Heart School of Theology","11442",0.103891125167721
"4387","Saint Norbert College","14565",0.0534684953289604
"4388","Silver Lake College of the Holy Family","10157",0.0676315789473684
"4389","State College of Beauty Culture Inc","5904",0.0352655046615322
"4390","Southwest Wisconsin Technical College","3102",0.0521712907117008
"4391","Bryant & Stratton College-Milwaukee","9674",0.121495327102804
"4392","Theda Clark Medical Center School of Radiologic Technology","2601",0.103891125167721
"4393","University of Wisconsin Colleges","3836",0.0433204259438529
"4394","Viterbo University","9386",0.0588235294117647
"4395","Chippewa Valley Technical College","2954",0.0572674418604651
"4396","Waukesha County Technical College","2614",0.0712708924629454
"4397","Western Technical College","2776",0.0542203985932005
"4398","University of Wisconsin-Whitewater","5206",0.0534382767191384
"4399","Wisconsin Indianhead Technical College","2979",0.0546743165710429
"4400","Wisconsin School of Professional Psychology","16742",0.103911042944785
"4401","Paul Mitchell the School-Green Bay","3497",0.0302843016069221
"4402","University of Wisconsin-Eau Claire","5141",0.0559440559440559
"4403","University of Wisconsin-Green Bay","4159",0.0527236928462043
"4404","University of Wisconsin-La Crosse","5139",0.055678391959799
"4405","Wisconsin Lutheran College","10244",0.0478325859491779
"4406","University of Wisconsin-Oshkosh","4626",0.0527890574909169
"4407","University of Wisconsin-Parkside","4366",0.0537078098053708
"4408","Herzing University-Madison","9593",0.137988826815642
"4409","University of Wisconsin-Stout","5128",0.0578323278552111
"4410","University of Wisconsin-Superior","4901",0.0474298485224733
"4411","University of Wisconsin-Madison","8809",0.0656028368794326
"4412","University of Wisconsin-Milwaukee","7007",0.0565072302558398
"4413","University of Wisconsin-Platteville","5647",0.060817969908879
"4414","University of Wisconsin-River Falls","4949",0.0513950073421439
"4415","University of Wisconsin-Stevens Point","4971",0.0480321625052899
"4416","Casper College","1223",0.0678445229681979
"4417","Central Wyoming College","1590",0.0584532374100719
"4418","Eastern Wyoming College","1705",0.0466453674121406
"4419","Laramie County Community College","2542",0.0668485675306958
"4420","Northwest College","1729",0.0450730494249301
"4421","Sheridan College","1923",0.0632183908045977
"4422","Western Wyoming Community College","1522",0.0568216347614707
"4423","Cheeks International Academy of Beauty Culture-Cheyenne","4598",0.0643356643356643
"4424","Wyotech-Laramie","11804",0.0786621244967482
"4425","University of Wyoming","3680",0.0623131754426305
"4426","American Samoa Community College","1941",0.0780730897009967
"4427","Guam Community College","1377",0.0858629661751951
"4428","University of Guam","3792",0.0470360824742268
"4429","Northern Marianas College","3061",0.0520231213872832
"4430","Institute of Beauty Careers","7730",13
"4431","Educational Technical College-Recinto de Bayamon","5034",43
"4432","American University of Puerto Rico","731",0.319391634980989
"4433","American University of Puerto Rico","745",0.319391634980989
"4434","American Educational College","417",40
"4435","Antilles School of Technical Careers","4543",0.0232945091514143
"4436","Universidad Adventista de las Antillas","5276",0.0918635170603675
"4437","Atlantic University College","1237",0.0431547619047619
"4438","Universidad Central de Bayamon","8048",0.0892626131953428
"4439","Columbia Central University-Caguas","6105",0.0198125266297401
"4440","Carlos Albizu University-San Juan","9645",0.0818059901654001
"4441","Caribbean University-Bayamon","19170",0.44375
"4442","Caribbean University-Carolina","3333",0.44375
"4443","Pontifical Catholic University of Puerto Rico-Arecibo","16011",0.0875
"4444","Pontifical Catholic University of Puerto Rico-Ponce","4414",0.0875
"4445","Centro de Estudios Multidisciplinarios-San Juan","4056",69
"4446","Universidad Teologica del Caribe","758",0.0428911834789516
"4447","Colegio Universitario de San Juan","552",0.140684410646388
"4448","Universidad Metropolitana","4862",0.312775330396476
"4449","Puerto Rico Conservatory of Music","3500",0.322446555819477
"4450","EDP University of Puerto Rico Inc-San Sebastian","5009",0.014945652173913
"4451","Emma's Beauty Academy-Mayaguez","6404",0.00173697270471464
"4452","Escuela de Artes Plasticas y Diseno de Puerto Rico","1749",0.0314645308924485
"4453","Huertas College","1062",0.0152284263959391
"4454","Humacao Community College","0",57
"4455","ICPR Junior College-Arecibo","4589",50
"4456","ICPR Junior College-Mayaguez","4843",50
"4457","Instituto de Educacion Tecnica Ocupacional La Reine-Manati","9919",6
"4458","Hispanic American College","4798",9
"4459","Instituto de Banca y Comercio Inc","696",52
"4460","Instituto Tecnologico de Puerto Rico-Recinto de Guayama","179",0.161702127659574
"4461","Instituto Tecnologico de Puerto Rico-Recinto de Ponce","152",0.161702127659574
"4462","Instituto Tecnologico de Puerto Rico-Recinto de San Juan","764",0.161702127659574
"4463","Inter American University of Puerto Rico-San German","4442",0.162471395881007
"4464","Inter American University of Puerto Rico-Aguadilla","4375",0.162471395881007
"4465","Inter American University of Puerto Rico-Arecibo","4401",0.162471395881007
"4466","Inter American University of Puerto Rico-Barranquitas","4339",0.162471395881007
"4467","Inter American University of Puerto Rico-Metro","4422",0.162471395881007
"4468","Inter American University of Puerto Rico-Ponce","4375",0.162471395881007
"4469","Inter American University of Puerto Rico-Fajardo","4575",0.162471395881007
"4470","Inter American University of Puerto Rico-Guayama","4468",0.162471395881007
"4471","Inter American University of Puerto Rico-Bayamon","4459",0.162471395881007
"4472","Inter American University of Puerto Rico-School of Law","15649",0.162471395881007
"4473","International Technical College","3731",71
"4474","Liceo de Arte y Tecnologia","767",0.142148760330579
"4475","MBTI Business Training Institute","404",68
"4476","Modern Hairstyling Institute-Bayamon","3081",0.0151089248067463
"4477","Modern Hairstyling Institute-Arecibo","4024",515
"4478","National University College-Bayamon","959",0.0130969171871852
"4479","National University College-Arecibo","949",0.0130969171871852
"4480","Ponce Paramedical College Inc","138",0.0120020429009193
"4481","Ponce School of Medicine and Health Sciences","37875",0.104082806210466
"4482","University of Puerto Rico-Aguadilla","442",0.0334645669291339
"4483","University of Puerto Rico-Arecibo","568",0.0334645669291339
"4484","University of Puerto Rico-Bayamon","662",0.0334645669291339
"4485","University of Puerto Rico-Carolina","1243",0.0334645669291339
"4486","University of Puerto Rico-Cayey","573",0.0334645669291339
"4487","University of Puerto Rico-Humacao","565",0.0334645669291339
"4488","University of Puerto Rico-Utuado","655",0.0334645669291339
"4489","University of Puerto Rico-Mayaguez","643",0.0334645669291339
"4490","University of Puerto Rico-Medical Sciences","3830",0.0334645669291339
"4491","University of Puerto Rico-Ponce","376",0.0334645669291339
"4492","University of Puerto Rico-Rio Piedras","1197",0.0334645669291339
"4493","Universidad Del Este","5152",0.190735694822888
"4494","Ryder Memorial School for Practical Nursing","985",543
"4495","Rogies School of Beauty Culture-Santurce","839",0.0233576642335766
"4496","Universidad del Sagrado Corazon","5718",0.0355191256830601
"4497","Seminario Evangelico de Puerto Rico","4811",0.104102760736196
"4498","Universidad Central Del Caribe","17672",0.590625
"4499","Universidad Politecnica de Puerto Rico","5844",0.0414150129421915
"4500","Pontifical Catholic University of Puerto Rico-Mayaguez","8843",0.0875
"4501","Universidad Del Turabo","4845",0.100443131462334
"4502","College of Micronesia-FSM","486",35
"4503","Palau Community College","1481",0.0194310897435897
"4504","University of the Virgin Islands","6158",0.0889453621346887
"4505","Stanford University","20081",0.118078561287269
"4506","Purdue University-Main Campus","11410",0.0677445763405649
"4507","Blue Hills Regional Technical School","2645",0.126769424347279
"4508","Parker University","24457",0.201036653091448
"4509","EDP Univeristy of Puerto Rico Inc-San Juan","6039",0.014945652173913
"4510","ICPR Junior College-General Institutional","6033",50
"4511","ITT Technical Institute-Sylmar","17418",0.110417666826692
"4512","ITT Technical Institute-Westminster","16694",0.113853056646102
"4513","Widener University-Delaware Law School","18957",0.079255088783023
"4514","City College-Fort Lauderdale","2627",0.101648351648352
"4515","Meridian College","5194",0.0314516129032258
"4516","Georgia Perimeter College","2410",0.0706629614926558
"4517","Georgia Piedmont Technical College","2080",0.105987055016181
"4518","The Beauty Institute Schwarzkopf Professional - Coeur D'Alene","5647",0.0285899935022742
"4519","Cortiva Institute-Chicago","8340",0.0588829071332436
"4520","ETI School of Skilled Trades","12131",0.115280289330922
"4521","Southwestern College","8754",0.0097652191980054
"4522","Trend Setters' Academy of Beauty Culture-Elizabethtown","NULL",0.00867219117363654
"4523","Traxlers School of Hair","2245",1.07952286282306
"4524","Infinity Career College","2046",0.00939158840342997
"4525","Vatterott College-Berkeley","6778",0.702325581395349
"4526","Warren County Community College","3221",0.0630239056193729
"4527","St. John's College","21407",0.0204036858271172
"4528","Yeshiva and Kollel Harbotzas Torah","2058",0.109211584875302
"4529","Bais Medrash Elyon","3963",0.180819180819181
"4530","Antioch University-Los Angeles","13912",0.0718251214434421
"4531","Antioch University-Santa Barbara","14170",0.0718251214434421
"4532","Antioch University-New England","13888",0.0718251214434421
"4533","Antioch University-Seattle","17390",0.0718251214434421
"4534","Antioch University-Midwest","14038",0.0718251214434421
"4535","Mid-America Christian University","7826",0.0735171261487051
"4536","Platt College-Tulsa","5812",0.150134048257373
"4537","Ponca City Beauty College","3031",0.121721587088097
"4538","Francis Tuttle Technology Center","1764",0.155787641427328
"4539","Career Point College","6306",0.305466237942122
"4540","Central Technology Center","1444",0.131637168141593
"4541","Carrington College-Portland","11638",0.101857783472133
"4542","Career Technology Center of Lackawanna County","115",0.112959381044487
"4543","Brightwood College-Nashville","1398",0.316425120772947
"4544","Brightwood College-El Paso","1352",0.253275109170306
"4545","Houston Graduate School of Theology","9447",0.104082806210466
"4546","Palo Alto College","703",0.0731056563500534
"4547","Sebring Career Schools-Huntsville","4739",0.00958751393534002
"4548","University of Cosmetology Arts & Sciences-San Antonio Perrin","10825",0.0547645125958379
"4549","Central Texas Beauty College-Round Rock","4783",0.0105304212168487
"4550","Empire Beauty School-Manitowoc","4276",0.0856164383561644
"4551","Unification Theological Seminary","10332",0.103891125167721
"4552","Athens Technical College","1809",0.116747181964573
"4553","Maricopa Skill Center","3190",0.0830605564648118
"4554","Carrington College-San Leandro","15638",0.141357027463651
"4555","Headmasters School of Hair Design","6609",0.35676741130092
"4556","Razzle Dazzle College of Hair Design Inc","3436",0.015748031496063
"4557","Beckfield College-Florence","9600",0.103407755581669
"4558","Dorsey Business Schools-Wayne","6005",0.172711571675302
"4559","Ecumenical Theological Seminary","8742",0.103911042944785
"4560","Ross Medical Education Center-Saginaw","6154",0.141226818830243
"4561","Sussex County Community College","4178",0.0479178551055334
"4562","Landmark College","49583",5
"4563","National American University-Independence","11543",0.0951965065502183
"4564","Yeshiva Gedolah of Greater Detroit","2445",0.140201394268009
"4565","Austin Graduate School of Theology","5647",0.225404732254047
"4566","Collin County Community College District","1516",0.0719723183391004
"4567","Ingalls Memorial Hospital Dietetic Internship","6696",0.103911042944785
"4568","Owensboro Community and Technical College","1640",0.0720175920835624
"4569","Heads West Kentucky Beauty College","5250",0.124000913450559
"4570","Jenny Lea Academy of Cosmetology","4903",0.110209052161559
"4571","Empire Beauty School-Hurstborne","6334",0.0570846075433231
"4572","Southeast School of Cosmetology","417",0.106658809664113
"4573","Cloyd's Beauty School 3 Inc","4015",10.86
"4574","Moore Norman Technology Center","2923",0.518950437317784
"4575","Fayette County Career & Technical Institute Practical Nursing Program","2406",0.132001948368242
"4576","Franklin County Career and Technology Center","4813",0.0943665999428081
"4577","Paul Mitchell the School-Knoxville","2862",0.57521186440678
"4578","Ogle School Hair Skin Nails-Hurst","4425",0.0327926657263752
"4579","Okefenokee Technical College","1972",0.150485436893204
"4580","Flint River Technical College","1704",0.108850457782299
"4581","Fashion Institute of Design & Merchandising-San Diego","29397",0.0502536844648466
"4582","National American University-Albuquerque","10893",0.0951965065502183
"4583","Tennessee College of Applied Technology Nashville","2207",0.121263877028181
"4584","ECPI University","8628",0.085725677830941
"4585","ECPI Technical College","21225",0.0392946137626989
"4586","Ms Roberts Academy of Beauty Culture-Villa Park","3236",0.569779643231899
"4587","Branford Hall Career Institute-Jersey City","5937",0.131906421105027
"4588","Paul Mitchell the School-Houston","6999",0.0270694389956846
"4589","ATI Career Training Center","10561",0.324324324324324
"4590","TDDS Technical Institute","18952",0.0719193770041228
"4591","Fortis Institute-Forty Fort","14467",0.0950792326939116
"4592","Laurel Business Institute","10858",0.060625814863103
"4593","Antonelli Medical and Professional Institute","3627",0.0734506503442999
"4594","Aviation Institute of Maintenance-Philadelphia","11663",0.109141274238227
"4595","Sanford-Brown Institute","7369",0.162926829268293
"4596","Fortis Institute-Mulberry","6462",0.0722021660649819
"4597","Dorsey Business Schools-Roseville","6209",0.172711571675302
"4598","The Salon Professional Academy","5724",0.179385530227948
"4599","Moler-Pickens Beauty Academy","6230",0.0123053258988656
"4600","ATI Career Training Center","4980",0.196698762035763
"4601","Red River Technology Center","5042",0.10064043915828
"4602","Brightwood Career Institute-Harrisburg","540",0.0268984067866749
"4603","ITT Technical Institute-Newburgh","17538",0.109781477627471
"4604","Southern Union State Community College","1931",0.0658064516129032
"4605","South University-Columbia","13959",0.0991041433370661
"4606","Everest University-Brandon","8514",0.681614349775785
"4607","Clinton Technical School","10567",0.36127744510978
"4608","Consolidated School of Business-Lancaster","7171",0.215942028985507
"4609","Greene County Career and Technology Center","11375",0.207648183556405
"4610","Lac Courte Oreilles Ojibwa Community College","2953",0.301980198019802
"4611","Diesel Driving Academy-Shreveport","9105",0.444717444717445
"4612","Pima Medical Institute-Mesa","9408",0.0823471400394477
"4613","Platt College-Los Angeles","6876",0.0903522205206738
"4614","Platt College-Aurora","10764",0.0578241430700447
"4615","Kaplan University-Davenport Campus","1594",0.126236183827807
"4616","Kaplan University-Cedar Falls Campus","449",0.126236183827807
"4617","Paul Mitchell the School-Boise","4596",0.0180060020006669
"4618","Christian Life College","5364",0.182889861906366
"4619","Knowledge Systems Institute","6054",0.103911042944785
"4620","Educators of Beauty College of Cosmetology-Rockford","3716",0.033096926713948
"4621","ITT Technical Institute-Arlington Heights","17914",0.141943734015345
"4622","Northwestern College-Southwestern Campus","NULL",0.12
"4623","Tulsa Technology Center-Lemley Campus","1952",0.190777576853526
"4624","Tulsa Technology Center-Riverside Campus","1532",0.190777576853526
"4625","Tulsa Technology Center-Broken Arrow Campus","1678",0.190777576853526
"4626","Douglas J Aveda Institute","6786",0.0300393037619315
"4627","ITT Technical Institute-Troy","16235",0.100573215216258
"4628","Ross Medical Education Center-Brighton","7516",0.104938271604938
"4629","Ross Medical Education Center-Ann Arbor","6332",0.104938271604938
"4630","Taylortown School of Beauty Inc","3339",3.85106382978723
"4631","Pike-Lincoln Technical Center","14076",0.0516503667481663
"4632","Pennsylvania Institute of Health and Technology","10498",0.0930232558139535
"4633","Skyline College-Roanoke","10948",0.0953271028037383
"4634","Bethel Seminary-San Diego","10696",0.0612582781456954
"4635","St Charles Community College","2028",0.05359394703657
"4636","Brandman University","13950",0.0892632637666583
"4637","New College of Florida","1312",0.128520710059172
"4638","Southern New England School of Law","19777",0.104082806210466
"4639","Arizona Academy of Beauty-North","5263",0.0755885997521685
"4640","Empire Beauty School-Prescott","6793",0.063758389261745
"4641","Le Cordon Bleu College of Culinary Arts-Scottsdale","16834",0.0747737111373475
"4642","Conservatory of Recording Arts and Sciences","25474",0.0611702127659574
"4643","Adrian's College of Beauty Turlock","10202",0.658181818181818
"4644","California Career School","15296",0.398971344599559
"4645","San Joaquin Valley College-Fresno","4676",0.133680555555556
"4646","Heritage College-Denver","6068",0.055937193326791
"4647","Empire Beauty School-Highland","3231",0.264623955431755
"4648","Sunstate Academy","14400",0.0620748299319728
"4649","Elizabeth Grady School of Esthetics and Massage Therapy","18494",0.0461583406368682
"4650","Ross Medical Education Center-Port Huron","5241",0.141226818830243
"4651","Capri Institute of Hair Design-Clifton","8763",0.0884955752212389
"4652","Raphael's School of Beauty Culture Inc-Alliance","5460",3.7448275862069
"4653","Metro Technology Centers","2165",0.247137404580153
"4654","Heald College-Roseville","8600",0.127574750830565
"4655","Daymar College-Bowling Green","5867",0.12760736196319
"4656","Academy of Court Reporting-Clawson","12317",0.237931034482759
"4657","Everest College-Everett","11007",0.388535031847134
"4658","Luna Community College","492",0.0974025974025974
"4659","Grabber School of Hair Design","8096",0.055012853470437
"4660","Yeshivah Gedolah Rabbinical College","6892",0.169634489222118
"4661","University of the District of Columbia-David A Clarke School of Law","9936",0.133793969849246
"4662","Caribbean University-Ponce","3612",0.44375
"4663","Caribbean University-Vega Baja","2956",0.44375
"4664","University of Advancing Technology","17095",0.0672
"4665","Paradise Valley Community College","2065",0.0771902740254728
"4666","Chandler-Gilbert Community College","1984",0.0774378585086042
"4667","HSHS St. John's Hospital School of Clinical Laboratory Science","1753",0.120774021352313
"4668","Madison Media Institute","14099",0.0550890157877057
"4669","Sanford-Brown Institute","8457",0.162926829268293
"4670","Sanford-Brown Institute-White Plains","8763",0.106461538461538
"4671","Sanford-Brown Institute-Garden City","4450",0.131665569453588
"4672","Great Plains Technology Center","4166",0.228932584269663
"4673","Montebello Beauty College","501",0.0160857908847185
"4674","Roane-Jackson Technical Center","3566",0.169879518072289
"4675","Total Cosmetology Training Center","2628",1.06066536203523
"4676","Iverson Business School and Court Reporting","9433",0.268698060941828
"4677","Lawrence County Career and Technical Center-Practical Nursing Program","5142",0.11265923566879
"4678","Pioneer Technology Center","1019",0.0919175911251981
"4679","Portage Lakes Career Center","4694",0.082737030411449
"4680","Eastern College of Health Vocations-New Orleans","5670",0.142131979695431
"4681","Bell Mar Beauty College","1136",0.488095238095238
"4682","Cannella School of Hair Design-Chicago","3704",0.15158924205379
"4683","Florida Career College","8513",0.166887417218543
"4684","Caddo Kiowa Technology Center","418",0.0148361381753764
"4685","Brightwood College-San Antonio-San Pedro","732",0.261241970021413
"4686","Center for Instruction Technology & Innovation (CiTi)","3516",0.0627580511973576
"4687","Le Cordon Bleu College of Culinary Arts-Austin","16804",0.186885245901639
"4688","The Art Institute of New York City","17136",0.0797693416626622
"4689","Paris II Educational Center","5874",0.0739644970414201
"4690","International School of Skin Nailcare & Massage Therapy","9539",0.0750446694460989
"4691","American Career College","4484",0.673697270471464
"4692","Palomar Institute of Cosmetology","10229",0.0207455429497569
"4693","Southern Oklahoma Technology Center","130",0.0797413793103448
"4694","Vista College","20447",0.188492063492063
"4695","Autry Technology Center","1381",0.132275132275132
"4696","Greene County Vocational School District","6693",0.0757014293276866
"4697","Canadian Valley Technology Center","587",0.196339434276206
"4698","Wilkes-Barre Area Career and Technical Center Practical Nursing","3112",0.0999624201428035
"4699","Mayo Graduate School","0",0.111881424814726
"4700","American Beauty Institute","10771",0.196028880866426
"4701","Meridian Technology Center","1537",0.105118829981718
"4702","Waynesville Career Center","9494",0.0933119743692431
"4703","Connecticut Institute of Hair Design","5024",1.70219435736677
"4704","Capitol School of Hairstyling and Esthetics","12637",0.0369073275862069
"4705","Morris County Vocational School District","NULL",0.166615526235041
"4706","Ross Medical Education Center-Roosevelt Park","5541",0.141226818830243
"4707","Ross Medical Education Center-Kentwood","5875",0.105218855218855
"4708","South Florida Bible College and Theological Seminary","3366",0.159084238332844
"4709","Cloyd's Barber School 2 Inc","3140",9.87272727272727
"4710","Universal Technical Institute of Illinois Inc","8577",0.0789078907890789
"4711","Pennsylvania College of Technology","12602",0.055952380952381
"4712","Commonwealth Institute of Funeral Service","878",0.1122763726095
"4713","Delta College of Arts & Technology","4799",0.145719489981785
"4714","InterCoast Colleges-Orange","9339",0.0217517964653331
"4715","Stone Child College","1988",0.0106286748077793
"4716","New York Academy of Art","26838",0.104082806210466
"4717","Suffolk County Community College","3791",0.0562015503875969
"4718","Las Positas College","769",0.123880597014925
"4719","Blades School of Hair Design","1548",0.481382978723404
"4720","Altamaha Technical College","1940",0.132442284325638
"4721","Ogeechee Technical College","1861",0.100719424460432
"4722","Remington College-Mobile Campus","10315",0.24384236453202
"4723","Everest College-Aurora","11484",0.785714285714286
"4724","Southern Technical College","10455",0.066271018793274
"4725","Mercy-St Luke's School of Radiologic Technology","1569",0.142706687730384
"4726","ITT Technical Institute-Norwood","15585",0.109781477627471
"4727","Southwest Acupuncture College-Santa Fe","4210",0.128156714656597
"4728","Northwest Technology Center-Alva","846",1.375
"4729","Mercer County Career Center","1875",0.0817174515235457
"4730","ITT Technical Institute-Knoxville","17204",0.0924145299145299
"4731","ITT Technical Institute-Austin","17120",0.141943734015345
"4732","ITT Technical Institute-Houston North","15399",0.141943734015345
"4733","California State University-San Marcos","4159",0.0783098591549296
"4734","Argosy University-Hawaii","19328",0.135802469135802
"4735","Baptist Theological Seminary at Richmond","4386",0.103891125167721
"4736","Brightwood College-Modesto","1033",0.16017316017316
"4737","Kaplan University-Des Moines Campus","648",0.126236183827807
"4738","Hairmasters Institute of Cosmetology","2843",0.0853333333333333
"4739","Tricoci University of Beauty Cuture LLC-Bloomington","6870",9.52631578947368
"4740","Pinnacle Career Institute-Lawrence","12510",0.1
"4741","Interactive College of Technology-Newport","5350",0.157076205287714
"4742","Career Technical College-Monroe","10474",0.138486312399356
"4743","Empire Beauty School-Lowell","6226",0.0550113036925396
"4744","Ross Medical Education Center-Taylor","5536",0.116013071895425
"4745","Virginia Farrell Beauty School","810",0.173728813559322
"4746","McNally Smith College of Music","14998",0.0305128760008656
"4747","Academy of Healing Arts","8373",0.709424083769634
"4748","Allied Health Careers","7833",0.0875
"4749","National Tractor Trailer School Inc-Liverpool","14014",0.164225134926754
"4750","Interactive College of Technology","48454",0.12884834663626
"4751","Le Cordon Bleu Institute of Culinary Arts","13480",0.0578443612151477
"4752","New Castle Beauty Academy","2592",0.0544918998527246
"4753","NorthWest Arkansas Community College","2579",0.0680119581464873
"4754","Madera Beauty College","3660",2.35064935064935
"4755","Colorado Heights University","28629",543
"4756","Brewster Technical College","1500",0.0145292522278187
"4757","Hodges University","13089",0.133164556962025
"4758","St. Petersburg Theological Seminary","5843",0.104082806210466
"4759","Everest University-Lakeland","7990",1.18348623853211
"4760","Argosy University-Atlanta","16114",0.135802469135802
"4761","University of St Augustine for Health Sciences","16643",0.103891125167721
"4762","Capital Area School of Practical Nursing","918",0.120689655172414
"4763","Hair Professionals Career College","6179",0.0329585110507949
"4764","Alexandria School of Scientific Therapeutics","11382",0.0922098569157393
"4765","Hannibal Career and Technical Center","2946",0.0594985125371866
"4766","Patsy and Robs Academy of Beauty","1009",0.0406719717064545
"4767","Empire Beauty School-Bloomfield","5228",0.08165548098434
"4768","Southwest Technology Center","1355",0.17296389588581
"4769","Western Area Career & Technology Center","2283",0.108128834355828
"4770","Daymar Institute-Clarksville","10180",0.12760736196319
"4771","Nossi College of Art","7062",0.0434782608695652
"4772","Seguin Beauty School-New Braunfels","12547",0.026219512195122
"4773","ITT Technical Institute-Norfolk","15982",0.109781477627471
"4774","Pima Medical Institute-Seattle","5425",0.0823471400394477
"4775","Hypnosis Motivation Institute","5820",0.0317616240995416
"4776","Los Angeles ORT College-Los Angeles Campus","3013",81
"4777","Martinez Adult Education","4917",0.113764927718416
"4778","Everest College-West Los Angeles","11716",0.455197132616487
"4779","Thanh Le College School of Cosmetology","7668",0.0475594493116396
"4780","Southeastern Technical College","1992",0.101021566401816
"4781","Massachusetts School of Law","17085",0.139409499358151
"4782","Dahls College of Beauty","120",1.00555555555556
"4783","ITT Technical Institute-Albuquerque","17346",0.127962085308057
"4784","Community Services Division-Alliance City","5503",0.076631977294229
"4785","Universal Technical Institute-Auto Motorcycle & Marine Mechanics Institute Division-Orlando","7051",0.0677685950413223
"4786","Erwin Technical College","737",0.198218262806236
"4787","Rosel School of Cosmetology","405",0.00793650793650794
"4788","Worsham College of Mortuary Science","12046",0.0912144702842377
"4789","Bryan University","6612",0.126182965299685
"4790","Oregon College of Oriental Medicine","10876",0.103911042944785
"4791","Central Pennsylvania Institute of Science and Technology","13584",0.196953210010881
"4792","Northwest Educational Center","4109",0.76
"4793","Sebring Career Schools-Houston","3399",0.00958751393534002
"4794","PCI Health Training Center","9956",0.105013550135501
