"","INSTNM","TUITIONFEE_IN","TUITIONFEE_OUT","value_added","popularity","diversity"
"486","Central Baptist Theological Seminary","9140","9140",NA,104,0.00496664866871126
"487","Central Christian College of Kansas","16204","16204",1.15399117402764,1984.68668144268,0.17072320833067
"488","Emporia State University","5746","17896",0.675328137214576,4937.90037913453,0.554375438064642
"489","Fort Hays State University","4469","13159",0.803825561252275,12854.7047445671,0.0579731804103442
"490","Barclay College","14290","14290",0.698628346837588,425.61134963599,0.331539387099796
"491","Friends University","24630","24630",0.916498294422008,2181.49234278267,0.0746522843519723
"492","Haskell Indian Nations University","580","580",0.877221561090588,1385.5421686747,0.0021706167618686
"493","Concorde Career College-Kansas City","NULL","NULL",1.4439806466655,590,0.083760989284179
"494","University of Kansas","10448","25731",0.633030416659185,20566.6156202144,0.0346526578646692
"495","Newman University","24800","24800",0.871046096550573,2238.21245976141,0.0354946319375946
"496","Kansas State University","9034","22624",0.574403509957081,20780.5751606447,0.364004598479054
"497","Kansas Wesleyan University","25200","25200",0.662358158504517,1046.03871807386,0.365323151785727
"498","Washburn Institute of Technology","4944","4944",1.12825401574093,2585.51094115148,0.275448823847172
"499","Manhattan Christian College","13642","13642",NA,489.084447453038,0.214736956696107
"500","McPherson College","24035","24035",0.606400119668413,623.489121676068,0.0727026856666577
"501","MidAmerica Nazarene University","24250","24250",0.741751420730157,1916.21974199159,0.0466218578296452
"502","Ottawa University-Ottawa","25154","25154",1.17336846490285,590.127676686438,0.31434145874531
"503","Pittsburg State University","6230","16336",0.670559095096168,7377.1940901629,0.495041083247893
"504","University of Saint Mary","24450","24450",0.597733703493614,1724.21052631579,0.0275679530013201
"505","Southwestern College","24835","24835",1.02980522994129,1464.80154668486,0.79187202846461
"506","Sterling College","21950","21950",0.546559659095437,1579.89632634663,0.00985194497656798
"507","Tabor College","23900","23900",0.613258883684476,826.330532212885,0.396279282243233
"508","Wichita State University","7265","15299",0.899456894705734,11825.6045221396,0.0111020325929207
"509","Alice Lloyd College","10980","10980",0.598789642259377,1816.42244954382,0.0979667823380821
"510","Asbury University","26868","26868",0.504223490410759,2181.95050946143,0.212219912932393
"511","Bellarmine University","36290","36290",0.602732345468403,2996.40287769784,0.13356363385031
"512","Berea College","24270","24270",1.04244450137558,4685.08615567439,0.285786428109813
"513","Brescia University","19990","19990",0.880316053036412,2035.72153440227,0.346995003952448
"514","Campbellsville University","22842","22842",0.794220426669485,2913.91639163916,0.375690135268641
"515","Centre College","37100","37100",0.349504381626642,1926.78496576778,0.055186276884869
"516","University of the Cumberlands","20000","20000",0.760259586301978,2782.1363910682,0.363891710555813
"517","Eastern Kentucky University","7920","17448",0.787330354535758,18035.7384594558,0.339709100059318
"518","Georgetown College","32960","32960",0.583672232146895,1095.21126760563,0.286664711543196
"519","Kentucky Mountain Bible College","7290","7290",NA,124.074074074074,0.168640149636175
"520","Kentucky State University","7404","17214",1.07756412337248,3411.61669113022,0.052765031217416
"521","Kentucky Wesleyan College","22230","22230",0.646686548266832,1138.01054018445,0.243095092601769
"522","University of Kentucky","10616","22888",0.607190576539406,30085.8606841158,0.101646578570233
"523","Kentucky Christian University","16830","16830",0.596382010668954,1145.78969417679,0.27568358531329
"524","Sullivan College of Technology and Design","20890","20890",1.03838552587503,385.261507447642,0.067363285788708
"525","University of Louisville","10432","24320",0.708386792399739,20360.140806932,0.0580356980267941
"526","Midway University","22300","22300",1.06877170414381,1782.89247681209,0.298611301636797
"527","Morehead State University","7866","19666",0.732692386556296,8541.98744522089,0.259042908816817
"528","Murray State University","7392","20112",0.731371440290942,10162.5812906453,0.375414079183193
"529","Northern Kentucky University","8856","17328",0.70351992211123,12846.1199294533,0.389011645656046
"530","University of Pikeville","18290","18290",NA,1329,0.289804573239352
"531","Spalding University","22950","22950",1.03912288360774,2684.31415445198,0.233992285399545
"532","Thomas More College","28743","28743",0.652310822483549,1332.54716981132,0.241037941758733
"533","Transylvania University","33360","33360",0.399687607950829,1227.30573710966,0.158310237437474
"534","Union College","22980","22980",0.875594567795032,1107.27103549116,0.452399419459865
"535","Western Kentucky University","9140","23352",0.696229500550094,16489.4984997857,0.445524592654616
"536","Centenary College of Louisiana","33500","33500",0.653469314559181,834.475407339729,0.0525757520423864
"537","Dillard University","16252","16252",1.0902635986802,2956.39320029564,0.0186088349490627
"538","Grambling State University","6525","15744",1.13856363351213,8009.10125142207,0.0200859056523138
"539","Louisiana State University-Alexandria","6009","12868",0.979068913897938,4113.65719523373,0.247207979101006
"540","Louisiana State University and Agricultural & Mechanical College","8750","26467",0.791869500987775,31909.17395276,0.0410970469292748
"541","Louisiana State University-Shreveport","6168","6168",1.3047420704235,3443.32855093257,0.17086562000228
"542","Louisiana College","14570","14570",1.04201326788051,1567.31084179496,0.406561944071363
"543","Louisiana Tech University","8052","22635",0.711391006054893,11182.5311394741,0.433451734515026
"544","Loyola University New Orleans","36630","36630",0.687546224700149,3029.36288088643,0.0474633368717068
"545","McNeese State University","6334","17404",0.914736357620524,8764.44798724591,0.261703726294654
"546","University of New Orleans","7392","21002",1.11014754347238,15473.9499655726,0.00743514362800754
"547","Nicholls State University","7234","17481",0.867345271864009,6238.54249179586,0.33250703532642
"548","University of Louisiana at Monroe","6963","19121",0.992462624643123,7509.71250971251,0.161679818023797
"549","Northwestern State University of Louisiana","6863","17651",0.931573327589452,9355.98794190189,0.220504373707741
"550","University of Holy Cross","10310","10310",NA,1505.87397650409,0.0252184162294386
"551","Our Lady of the Lake College","11144","11144",1.34699523217568,2136.36363636364,0.0469079261036252
"552","Remington College-Lafayette Campus","15995","15995",1.5730500837027,458.468176914779,0.0535681799604501
"553","Southeastern Louisiana University","6547","19111",0.901144885932178,13375.1343604443,0.469417970707543
"554","Southern University and A & M College","6630","8274",1.13791076920241,9567.56756756757,0.0183860756001353
"555","Southern University at New Orleans","5218","6517",NA,8009.66183574879,0.0229964430399788
"556","University of Louisiana at Lafayette","6872","19272",0.842885350157047,26284.9462365591,0.133968907839744
"557","Tulane University of Louisiana","48305","48305",0.81044546420929,28236.1359570662,0.0515067368327609
"558","Xavier University of Louisiana","21552","21552",1.10857023428732,3505.07652674648,0.00428000512523245
"559","College of the Atlantic","40491","40491",0.380173301175941,513.361462728551,0.074566619743873
"560","Bates College","47030","47030",0.44194043667956,6974.82297403619,0.0266529540355768
"561","Bowdoin College","46808","46808",0.660372819144371,12052.3138832998,0.0134635435940066
"562","Maine College of Health Professions","9890","9890",1.32136889518258,534.053405340534,0.167205753773796
"563","Colby College","47350","47350",0.399579294401511,6584.67023172905,0.017433146425507
"564","Husson University","16097","16097",0.625056984157615,3185.54551772064,0.322124765842755
"565","University of Maine at Farmington","9217","18305",0.579871562989764,2055.58840922531,0.258925982341836
"566","University of Maine at Fort Kent","7575","10875",NA,1281.32958048519,0.296488894938545
"567","University of Maine","10606","28486",0.548866241872323,10514.7147874531,0.20057487681465
"568","Maine Maritime Academy","12400","24040",0.903415506075199,1311.20437492051,0.199175631034005
"569","University of New England","34080","34080",0.498562815253917,2587.5350140056,0.0634817318596162
"570","Maine College of Art","31670","31670",0.389021458595203,432.549059899312,0.108859732563112
"571","Saint Joseph's College of Maine","31920","31920",0.572768308955466,2313.76543995925,0.226849414878204
"572","University of Southern Maine","7796","18508",0.838516769907703,6888.62418106016,0.101803993033114
"573","Thomas College","23460","23460",0.659841480908047,1145.66505115778,0.23697742314475
"574","Unity College","25820","25820",0.414466453393772,628.356605800215,0.242353034449811
"575","University of Baltimore","8018","18396",1.6354502463217,5551.25725338491,0.0227842454278551
"576","Bowie State University","7299","17875",1.14440995912956,7993.09843806756,0.0215016878262174
"577","Capitol Technology University","22896","22896",1.30170262380965,575.886524822695,0.0271633653248387
"578","Washington Adventist University","21395","21395",NA,1758.6821015138,0.0096347152414071
"579","Coppin State University","6624","11885",1.19377697418257,6150.27829313544,0.0242582606044364
"580","Frostburg State University","7982","19274",0.684706560122171,8143.90702444027,0.140573274761535
"581","Goucher College","40558","40558",0.463187489493439,1932.88413264632,0.0525297671501744
"582","Hood College","34120","34120",0.577648940848316,1648.28355434378,0.0473943021523918
"583","Johns Hopkins University","47060","47060",1.06277607925433,37555.9701492537,0.00113913265181675
"584","L'Academie de Cuisine","NULL","NULL",1.43913377359209,70.414664133229,0.0241827123264995
"585","Loyola University Maryland","44090","44090",0.473156336813359,6812.00737883616,0.0555596825812141
"586","University of Maryland-Baltimore County","10384","22682",0.867639024126393,18912.9340714645,0.00118008977867827
"587","University of Maryland-College Park","9427","29720",0.719753943320122,55355.7271020238,0.00189619817633288
"588","Maryland Institute College of Art","42390","42390",0.347835378150239,3521.04874446086,0.0031952969659225
"589","University of Maryland Eastern Shore","7287","16311",0.930491997437543,5616.12534682553,0.0313158042428239
"590","Morgan State University","7378","16862",0.870240638534272,9561.68582375479,0.0236227010373318
"591","Mount St Mary's University","36021","36021",0.458629439111638,2700.76267384477,0.124029282965886
"592","Ner Israel Rabbinical College","10300","10300",NA,391.326661534514,0.145424930969006
"593","Notre Dame of Maryland University","33010","33010",1.16292407159257,2331.17670845127,0.0147742197782714
"594","Salisbury University","8560","16906",0.55271875882468,14229.2923752057,0.101465154015548
"595","St Mary's College of Maryland","13824","28674",0.433167762961222,2114.87257512362,0.0777222907112246
"596","St John's College","47726","47726",0.303525999589245,493.330266789328,0.0731627639734019
"597","Towson University","8590","20268",0.681931703761626,31322.4117547712,0.0233651988431578
"598","Stevenson University","28980","28980",0.744614247787903,6063.23222596694,0.0598335857053699
"599","Washington College","42592","42592",0.37400766268873,2529.6442687747,0.194679445149564
"600","McDaniel College","38350","38350",0.554189889823578,2166.03178773151,0.0508716032754128
"601","American International College","30940","30940",0.847132105816797,2179.96152138523,0.0704248046742525
"602","Amherst College","48526","48526",1.00428131568814,12947.9768786127,0.00288942233467046
"603","Anna Maria College","34060","34060",0.541526406089511,1428.38726311718,0.208336311717252
"604","Assabet Valley Regional Technical School","NULL","NULL",NA,51.9971637910659,0.173624885684933
"605","Assumption College","36160","36160",0.480589038042806,2697.41697416974,0.136242164087945
"606","Babson College","45120","45120",0.885538936609885,8008.36183960471,0.00364816423170779
"607","Boston Baptist College","14836","14836",NA,98.7687728318225,0.170193398125422
"608","Bay Path University","30859","30859",1.10547956835476,2496.4314036479,0.22126221308428
"609","Bay State College","20324","20324",1.00300185211859,2197.97659194604,0.0124953722059799
"610","Becker College","32870","32870",0.696820139649424,3161.51752841364,0.222012268309752
"611","Bentley University","42511","42511",0.604356898615107,9086.96595098677,0.00707995726968125
"612","Berklee College of Music","38910","38910",0.323179179003154,11745.9138187221,0.0246493585341143
"613","Boston College","47436","47436",0.558559213512635,27965.2020053082,0.00561952629804667
"614","The Boston Conservatory","42326","42326",0.203224411479622,1293.54508196721,0.0124153980486634
"615","Boston University","46664","46664",0.540285234803703,47687.6267748479,0.00269956064856735
"616","Brandeis University","47558","47558",0.54259621851876,10547.9840999432,0.00296475037274551
"617","Bridgewater State University","8353","14493",0.611221673282349,11978.3129491867,0.186046220038351
"618","Signature Healthcare Brockton Hospital School of Nursing","NULL","NULL",1.60643477678355,669.19991555837,0.0283529917613334
"619","Laboure College","33507","33507",1.73201143837305,836.648983200707,0.0675513670479225
"620","Clark University","40730","40730",0.496940535135788,4143.99407736443,0.0116251192811482
"621","Curry College","35725","35725",0.553638080148975,3272.32965009208,0.178784430480764
"622","Dean College","34390","34390",0.489911045818968,1829.30381590446,0.20529067399702
"623","Diman Regional Technical Institute","NULL","NULL",NA,280.898876404494,0.0134225260125629
"624","Eastern Nazarene College","29012","29012",0.79670858104655,1993.5691318328,0.16011255318992
"625","Emerson College","37350","37350",0.329958083166927,7639.28426189508,0.0336278607458158
"626","Emmanuel College","35532","35532",0.418976062724404,2838.38383838384,0.0502881911030338
"627","Endicott College","29494","29494",0.409817719245115,3801.77717019822,0.251203964979987
"628","Fisher College","28260","28260",0.958691659394018,2487.41802653653,0.423583372555172
"629","Fitchburg State University","9260","15340",0.643152219860826,5717.0515834601,0.116376978940566
"630","Framingham State University","8320","14400",0.575781783445146,6953.09990362994,0.0853788063688175
"631","Gordon College","34390","34390",0.397427793899919,1927.12458979292,0.0348700282132341
"632","Hampshire College","48065","48065",0.339867383157559,2037.81512605042,0.127755715589173
"633","Harvard University","43938","43938",2.31777935350828,121409.395973154,0.00147487639975018
"634","College of the Holy Cross","45692","45692",0.467561111072148,6354.40701430549,0.022744344167317
"635","Lasell College","31000","31000",0.431205058653894,2262.84067085954,0.183775966528309
"636","Lesley University","24375","24375",0.471244570291293,2415.72247866835,0.0435010754517839
"637","University of Massachusetts-Lowell","12447","27400",0.738305058947043,19658.1196581197,0.00719214857074268
"638","University of Massachusetts-Amherst","13443","28998",0.522207684386091,35614.920996905,0.00736396343381475
"639","University of Massachusetts-Boston","11966","28390",1.36855975130666,17108.9444679949,0.00345178458141654
"640","MCPHS University","30400","30400",1.89702399353001,4694.67920485656,0.000748037812007637
"641","Massachusetts College of Art and Design","11225","29925",0.440118324314182,2441.73293117631,0.0102770061122374
"642","Massachusetts Institute of Technology","45016","45016",1.46236035268153,56802.0304568528,0.000773590613142007
"643","Massachusetts Maritime Academy","7250","22304",0.558044818323369,2264.61038961039,0.0753517909429917
"644","Merrimack College","36215","36215",0.45739818970745,3838.24096695384,0.229114685982437
"645","Mount Holyoke College","42656","42656",0.497019458324941,3950.63985374771,0.00459643253209115
"646","Mount Ida College","30447","30447",0.607932784692168,1883.48664038546,0.115976445658853
"647","School of the Museum of Fine Arts-Boston","40348","40348",0.431012421321414,344.216934144992,0.0457207390771975
"648","The New England Conservatory of Music","41405","41405",0.22997878750662,1334.93479752917,0.00411173812395351
"649","New England School of Photography","24200","24200",0.562728070918401,69.1121743753323,0.0260842438048072
"650","Newbury College","29930","29930",NA,1239.68118417307,0.0162431573340084
"651","Nichols College","32370","32370",0.513030518301179,1719.97902464604,0.25712142508513
"652","Massachusetts College of Liberal Arts","8975","17920",0.675256326202032,2099.07292099073,0.168417164319107
"653","Northeastern University","43440","43440",0.6451334728101,41874.6120422098,0.00411714732170277
"654","College of Our Lady of the Elms","31188","31188",0.985805267047673,1691.78168924908,0.080422159881203
"655","Pine Manor College","26180","26180",1.22425509241682,591.096698113208,0.0398062222569757
"656","Regis College","35750","35750",0.66008462537586,1536.02950862864,0.013057176775987
"657","Salem State University","8646","14786",0.698903662908193,10174.2950262151,0.0599736498151388
"658","Simmons College","36230","36230",0.638549418563972,3063.65030674847,0.00542856205084364
"659","Bard College at Simon's Rock","48551","48551",0.324485778787482,361.337957265913,0.0151330819176745
"660","Smith College","44724","44724",0.428982796694218,6072.02084814025,0.00287876287403286
"661","Southeastern Technical Institute","NULL","NULL",1.48712797820094,171.228070175439,0.00874023319082185
"662","Springfield College","33455","33455",0.905098898402999,3013.96923945252,0.401215611558071
"663","University of Massachusetts-Dartmouth","11681","24619",0.739494886235993,9353.03306430617,0.0496330968127931
"664","Stonehill College","37426","37426",0.43608922746225,2954.7817047817,0.110484271288098
"665","Suffolk University","32660","32660",0.781315119742406,6285.30568466214,0.0078574648402025
"666","Tufts University","48643","48643",0.567706044705584,29831.7865429234,0.00411794268476428
"667","Wellesley College","45078","45078",0.64622178592186,7213.5503155098,0.000797746909784128
"668","Wentworth Institute of Technology","30765","30765",0.595877139048451,5197.24104549855,0.0125940523917889
"669","Western New England University","33466","33466",0.560551209967617,3396.13225202745,0.0625831886643062
"670","Westfield State University","8682","14762",0.523191807565469,7281.38412017167,0.273863668732107
"671","Wheaton College","46423","46423",0.414557776901015,2261.95605342525,0.0323066941269667
"672","Wheelock College","32830","32830",0.557549944635893,990.63071297989,0.0487616707381152
"673","Williams College","48310","48310",0.599337839625241,10450.3105590062,0.00422197999980654
"674","Worcester Polytechnic Institute","44222","44222",0.614840730612817,9417.54225673824,0.0242724727914199
"675","Worcester State University","8557","14637",0.653794075575389,8259.38009787928,0.0406106157821906
"676","Adrian College","32660","32660",0.436477671007664,2536.75876555179,0.262795749804185
"677","Albion College","37485","37485",0.488728384972005,2054.61424576411,0.17123554502145
"678","Alma College","34220","34220",0.443477501586501,1892.19227563212,0.214315926490178
"679","Andrews University","26256","26256",0.67266615651482,4417.02819956616,0.00261218076443094
"680","Aquinas College","27906","27906",0.476184527150689,2664.00368720234,0.225769313946422
"681","Calvin College","29635","29635",0.430418570620866,5229.69647251846,0.0285027991367314
"682","Central Michigan University","11550","23670",0.568750773516851,29301.2848274866,0.349356370312276
"683","Cleary University","19200","19200",NA,552.402572833901,0.200355310561296
"684","College for Creative Studies","37092","37092",0.510057748416232,3016.8822626617,0.0326859675398429
"685","Davenport University","15072","15072",0.896185581270397,6798.02955665025,0.135857566190518
"686","MIAT College of Technology","13763","13763",1.32900514043772,335.610932475884,0.21675862720683
"687","University of Detroit Mercy","37320","37320",0.940432872570692,3876.33941500145,0.0386956538853156
"688","Eastern Michigan University","9663","25706",0.815771525754163,25733.991578336,0.117663469485636
"689","Ferris State University","10677","16467",0.899518047147073,16108.1356796736,0.275708523601576
"690","Flint Institute of Barbering Inc","NULL","NULL",NA,78.3984320313594,0.0552938519430578
"691","Kettering University","36980","36980",0.75616644759299,2357.62144053601,0.0618046881140126
"692","Grace Bible College","12239","12239",0.970934138542633,944.981100377992,0.335597412326401
"693","Cornerstone University","25112","25112",0.657461738207744,2934.34049970947,0.399510102835321
"694","Grand Valley State University","10752","15408",0.531933622613043,26807.1615069004,0.149469691970258
"695","Hope College","29560","29560",0.414728345752058,4278.51698746932,0.182837375864683
"696","ITT Technical Institute-Wyoming","18048","18048",1.56168776594266,335.628227194492,0.286580944667991
"697","Kalamazoo College","41161","41161",0.407091248223213,2054.55850681981,0.0153179017819388
"698","Lake Superior State University","10253","15317",0.674648389222404,2429.46536392579,0.264198854075605
"699","Lawrence Technological University","30200","30200",0.759675021806917,4872.86659700453,0.00163688880927043
"700","Madonna University","17390","17390",1.34702655197753,4848.9503328213,0.214482009345967
"701","Marygrove College","20336","20336",1.79446433924263,1819.49607600165,0.0433094131696919
"702","Rochester College","20486","20486",0.92859765836294,2404.53313624045,0.000493648357509492
"703","University of Michigan-Ann Arbor","13486","41906",0.637281699438358,87521.7121588089,0.00309717063288521
"704","Michigan State University","13200","34965",0.598960234150851,58095.0219397791,0.0300792712631909
"705","Michigan Technological University","14040","29520",0.680987851317558,7385.43046357616,0.304399312978044
"706","University of Michigan-Dearborn","10952","23150",1.47339852286092,11019.6266156056,0.0132197922310123
"707","University of Michigan-Flint","9694","18922",1.16675153406662,8348.16887080366,0.229147827344816
"708","Northern Michigan University","9324","14556",0.528376721880442,10706.0618671106,0.362335833695879
"709","Northwood University-Michigan","23132","23132",0.91471090196425,4042.03253202821,0.14535163783792
"710","Oakland University","10613","23873",0.778903670076751,24668.6567164179,0.0318385476184048
"711","Olivet College","23800","23800",0.498989917400126,1538.33631776005,0.303913015308687
"712","Kuyper College","19084","19084",0.482067840381159,373.673036093418,0.0830806436212502
"713","Sacred Heart Major Seminary","17507","17507",NA,311.515575778789,0.301624966216033
"714","Saginaw Valley State University","8691","20409",0.655302603421953,10571.5357678839,0.447162850135927
"715","Siena Heights University","22740","22740",0.88351427971969,3036.09913793103,0.398017850105276
"716","Spring Arbor University","24350","24350",0.759241892057526,3949.57983193277,0.36293220602337
"717","Finlandia University","21480","21480",0.586729746268123,1020.90209020902,0.0371330830262015
"718","Wayne State University","11449","24472",1.32622674177848,22296.6507177033,0.00852037692756805
"719","Western Michigan University","10685","24917",0.6901956515109,21948.608137045,0.286111260169618
"720","Augsburg College","34431","34431",0.8670564574268,3751.83769479565,0.00882929979571971
"721","Bemidji State University","8134","8134",0.571092936826312,4689.40446915428,0.289608466231341
"722","Bethany Lutheran College","24450","24450",0.407522055905435,647.528321318229,0.283546749110256
"723","Bethel University","32990","32990",0.517947943706661,3076.60064969087,0.0586654583943532
"724","Carleton College","47736","47736",0.449289750056635,8967.9402722881,0.0063335535141891
"725","Concordia College at Moorhead","34114","34114",0.434846636984144,3571.8730553827,0.134189229180277
"726","Concordia University-Saint Paul","20250","20250",1.14668437669723,4070.2479338843,0.0136616408115844
"727","Martin Luther College","12920","12920",0.511618672285233,764.488286066584,0.205134609129902
"728","Gustavus Adolphus College","40400","40400",0.47202583999135,4019.97707548715,0.0364583796549885
"729","Hamline University","36270","36270",0.706595649272398,3099.58327345883,0.0156269932640858
"730","Macalester College","47195","47195",0.383509865020559,5647.86795048143,0.0104968405467649
"731","Minnesota State University-Mankato","7574","15053",0.549307887267191,18522.078702313,0.0480999618454745
"732","Metropolitan State University","6642","13227",1.5926212865006,7280,0.00319042728652494
"733","University of Minnesota-Twin Cities","13560","20810",0.547131850787638,66449.8346196251,0.00654234264983595
"734","University of Minnesota-Crookston","11468","11468",0.74918707940253,2607.00389105058,0.111132847838576
"735","Minneapolis College of Art and Design","34146","34146",0.479309262083174,1021.58049992237,0.00829145709195844
"736","Herzing University-Minneapolis","12910","12910",1.96039184170417,263,0.00662686433653257
"737","Crossroads College","15580","15580",0.755806295329114,106.288751107174,0.327557856199385
"738","University of Minnesota-Duluth","12802","16467",0.441714281727663,11878.0932534514,0.0617615117852229
"739","University of Minnesota-Morris","12583","12583",0.495935575754755,2835.35147035697,0.0595139626520686
"740","Minnesota State University Moorhead","7816","14714",0.522134130761544,6528.09122223542,0.266009632134903
"741","North Central University","20776","20776",0.517032727259092,1017.54385964912,0.255387183555064
"742","University of Northwestern-St Paul","28726","28726",0.438131801205122,2796.95139488064,0.034278130849854
"743","Oak Hills Christian College","15759","15759",0.456578312930327,185.990700464977,0.185004723582211
"744","College of Saint Benedict","39402","39402",0.453211574057031,2458.01898272086,0.016517918276308
"745","Saint Cloud State University","7553","15195",0.686368780821564,13235.1867623799,0.0178360857288486
"746","Saint Johns University","38704","38704",0.460607618652459,2271.45759268664,0.0636981213805489
"747","Saint Mary's University of Minnesota","30315","30315",0.637295299810828,2504.04094827586,0.1667949481029
"748","St Olaf College","41700","41700",0.401647252956372,5830.73322932917,0.0176666225919096
"749","Crown College","23180","23180",0.775832027296566,3633.80281690141,0.014641513740381
"750","The College of Saint Scholastica","32842","32842",0.825882070819861,4212.75309761257,0.125793216777551
"751","University of St Thomas","36682","36682",0.466395490712271,7019.16416531979,0.0482936027974357
"752","St Catherine University","36420","36420",1.06850791237789,5057.28314238952,0.00401372106148626
"753","Southwest Minnesota State University","8074","8074",0.615047751809821,3524.05138930385,0.119946449515302
"754","Dunwoody College of Technology","19652","19652",1.29483045651288,1476.51933701657,0.0277377761726449
"755","Winona State University","8750","14250",0.494012968967268,12601.5228426396,0.145181709441641
"756","Alcorn State University","6200","6200",1.42273572711211,3832.22845486996,0.0180728618938088
"757","Belhaven University","20780","20780",1.24273800515924,3551.40186915888,0.0855594037690027
"758","Blue Mountain College","10534","10534",NA,904.960930401599,0.261493136036193
"759","Delta State University","6562","6562",1.32464210677784,3008.44704353476,0.165621981759502
"760","Jackson State University","6602","16174",1.28645143522812,10160.351922804,0.0193510935921239
"761","Millsaps College","33982","33982",0.439015457393264,1332.63378803778,0.0287385679646813
"762","University of Mississippi","7096","19144",0.799772785796159,21926.8653041123,0.230214322882072
"763","Mississippi University for Women","5640","15360",1.13653017479875,2474.09464800769,0.11529661940643
"764","Mississippi Valley State University","5916","5916",1.29390904891768,11102.2657685242,0.0193998826598794
"765","Mississippi College","15458","15458",0.879015412034626,4666.87817258883,0.208340318596511
"766","Mississippi State University","7140","18478",0.898796108081733,22247.2542945649,0.270590639990446
"767","Rust College","9286","9286",1.1767155335764,2478.76447876448,0.0174830320284774
"768","University of Southern Mississippi","6980","15550",1.20496832978538,17888.822295475,0.17413031174478
"769","Tougaloo College","10218","10218",1.28117583252622,2220.84367245658,0.016014169804111
"770","William Carey University","11400","11400",1.28636009205483,4044.03014676716,0.169499892673916
"771","Avila University","25700","25700",0.936080158906803,2541.36206233167,0.161428120759412
"772","ITT Technical Institute-Earth City","18048","18048",1.60173104199247,834.409296320207,0.0777848556929703
"773","Cox College","10150","10150",1.1736196677733,1363.88634280477,0.19682935650958
"774","Calvary Bible College and Theological Seminary","10600","10600",0.81668995904355,225,0.231184351030027
"775","Central Christian College of the Bible","11700","11700",0.754161088680079,681.603773584906,0.179456657096831
"776","Central Methodist University-College of Liberal Arts and Sciences","21830","21830",0.834551379084648,1941.18618866678,0.372069127935699
"777","University of Central Missouri","7265","13659",0.726738996401855,11567.6715843489,0.371775120249583
"778","Grand River Technical School","NULL","NULL",1.35134270971235,117.462803445576,0.133841632932669
"779","Cleveland University-Kansas City","9120","9120",NA,47,0.103914265822023
"780","Columbia Area Career Center","NULL","NULL",1.41644647312822,58.0536204348744,0.144248448389596
"781","Conception Seminary College","19530","19530",NA,86,0.0106759214746262
"782","Cottey College","19300","19300",0.529007773788748,380.857992354524,0.18663265243793
"783","Culver-Stockton College","24050","24050",0.638925741406546,1612.95911295911,0.0515753756300221
"784","Drury University","23885","23885",1.06580749275849,5093.40142453971,0.412913869847099
"785","Evangel University","20796","20796",0.629319799335277,2770.80427708043,0.153811736624372
"786","Fontbonne University","22770","22770",0.754537361074076,1237.17029025494,0.318070085459651
"787","Hannibal-LaGrange University","19530","19530",0.667923873875373,1413.86073880353,0.079199859152363
"788","Kansas City Art Institute","35118","35118",NA,1083.87527096882,0.0916600999914287
"789","Kenrick Glennon Seminary","18737","18737",NA,61,0.0473120562888839
"790","Lex La-Ray Technical Center","NULL","NULL",NA,35,0.145041294142952
"791","Lindenwood University","15580","15580",0.700887006801272,15102.1180030257,0.326405956841738
"792","Lutheran School of Nursing","10585","10585",NA,219,0.0955856855903913
"793","Maryville University of Saint Louis","25884","25884",0.735507740585322,3797.36294240111,0.172126248503469
"794","Midwestern Baptist Theological Seminary","5760","5760",NA,453.116815086433,0.0467600073505305
"795","Missouri Baptist University","22760","22760",0.785089439024927,2832.47551054292,0.27370550982468
"796","Missouri Southern State University","5416","10450",0.963169157778739,5287.5,0.141691327019498
"797","Missouri Tech","15530","15530",0.964992854130696,105,0.144455038542595
"798","Missouri Valley College","18400","18400",0.72592014682464,3158.97670169027,0.0184840684595503
"799","University of Missouri-Columbia","9433","24460",0.49455838359004,35117.8061027424,0.120020834216306
"800","University of Missouri-Kansas City","7774","18222",1.07692893991737,12647.0588235294,0.0122552582245454
"801","Missouri University of Science and Technology","8961","23771",0.883840155073377,7475.82993593477,0.0822092956597863
"802","University of Missouri-St Louis","8844","23142",1.26639150653522,11792.0295592505,0.0242716599871929
"803","Truman State University","7374","13438",0.45402757700892,7242.2126745435,0.146888025773536
"804","Northwest Missouri State University","6525","11526",0.595914586077403,6819.01279707495,0.441434014440051
"805","College of the Ozarks","18530","18530",0.731169907717446,17244.2839951865,0.218454557591636
"806","Park University","11170","11170",1.44749087379233,14633.0481764971,0.0950250225697059
"807","Stevens-The Institute of Business & Arts","17640","17640",1.3718361706268,143,0.037758173962866
"808","Rockhurst University","32865","32865",0.514488244469435,2171.82219911619,0.0753899741007065
"809","Rolla Technical Institute/Center","NULL","NULL",NA,221.950099494872,0.177857462337605
"810","Saint Louis University","37966","37966",0.571726710384796,12806.1558611657,0.00754919738692328
"811","Saint Louis Christian College","9145","9145",1.09902447395621,177.863495124826,0.126554491575239
"812","Southwest Baptist University","20840","20840",0.748295033789719,4004.85044462409,0.283739918575421
"813","Stephens College","28510","28510",0.583236484864857,1244.40298507463,0.105438722295601
"814","Southeast Missouri State University","7058","12450",0.756329475949104,11066.2892191555,0.341357166456834
"815","Missouri State University-Springfield","7008","13668",0.717557968030266,19025.0499823592,0.323663368065465
"816","Washington University in St Louis","46467","46467",0.530757344108397,40356.1004086398,0.00146352011365999
"817","Webster University","24600","24600",0.885066721053571,4647.51595892312,0.150788241851865
